HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.sent_id,Input.relation,Input.term1,Input.b1,Input.e1,Input.term2,Input.b2,Input.e2,Input.sentence,Input.baseline,Input.confidence,Input.sen_len,Answer.Q1,Answer.Q1text,Answer.Q2a,Answer.Q2b,Answer.b1val,Answer.b2val,Answer.e1val,Answer.e2val,Answer.factor1,Answer.factor2,Approve,Reject
34KYK9TV2RKBCI99S5LU0T2PK05SBZ,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3U8YCDAGXQS02ZOGSN42AWNQPJMQ0X,A3UV55HC87DO9C,Approved,Fri Nov 24 13:17:37 PST 2017,Fri Nov 24 13:18:34 PST 2017,Fri Dec 01 13:18:34 PST 2017,Sun Nov 26 07:38:04 PST 2017,,,57,100% (515/515),100% (173/173),0% (0/0),54b548c8e03370088dae31ca79cbe28e99d8c469220e45cb1816eb13f6a8b6b2:22-24:19-20,per:places_of_residence,Chatichai Choonhavan,19,20,Thailand,22,24,"The award was presented to him on 15 September 1990 in Duisburg , Germany by the prime minister of Thailand , general Chatichai Choonhavan .",1,0.75,25,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,prime minister of,{},19,22,20,24,CHATICHAI CHOONHAVAN,THAILAND,,
34KYK9TV2RKBCI99S5LU0T2PK05SBZ,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3Z4XG4ZF4932TLUV95C9XJP15K28XG,A34QZDSTKZ3JO9,Approved,Fri Nov 24 21:15:31 PST 2017,Fri Nov 24 21:15:47 PST 2017,Fri Dec 01 21:15:47 PST 2017,Sun Nov 26 07:38:04 PST 2017,,,16,100% (1326/1326),100% (295/295),0% (0/0),54b548c8e03370088dae31ca79cbe28e99d8c469220e45cb1816eb13f6a8b6b2:22-24:19-20,per:places_of_residence,Chatichai Choonhavan,19,20,Thailand,22,24,"The award was presented to him on 15 September 1990 in Duisburg , Germany by the prime minister of Thailand , general Chatichai Choonhavan .",1,0.75,25,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,general,{},19,22,20,24,CHATICHAI CHOONHAVAN,THAILAND,,
34KYK9TV2RKBCI99S5LU0T2PK05SBZ,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3AMYWKA6YCYSVYXFFZSFUS2HNM8O68,A38DXFI1TZA295,Approved,Fri Nov 24 23:13:40 PST 2017,Fri Nov 24 23:14:19 PST 2017,Fri Dec 01 23:14:19 PST 2017,Sun Nov 26 07:38:03 PST 2017,,,39,100% (166/166),100% (164/164),0% (0/0),54b548c8e03370088dae31ca79cbe28e99d8c469220e45cb1816eb13f6a8b6b2:22-24:19-20,per:places_of_residence,Chatichai Choonhavan,19,20,Thailand,22,24,"The award was presented to him on 15 September 1990 in Duisburg , Germany by the prime minister of Thailand , general Chatichai Choonhavan .",1,0.75,25,per:employee_or_member_of|per:top_member_employee_of_org|per:places_of_residence,per:places_of_residence per:top_member_employee_of_org per:employee_or_member_of,the prime minister of THAILAND general CHATICHAI CHOONHAVAN,{},19,22,20,24,CHATICHAI CHOONHAVAN,THAILAND,,
34KYK9TV2RKBCI99S5LU0T2PK05SBZ,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3H7Z272LX8JSZJCNH3BW8BP4NLTLPS,A610SH5RY1NG1,Approved,Fri Nov 24 07:40:32 PST 2017,Fri Nov 24 07:40:54 PST 2017,Fri Dec 01 07:40:54 PST 2017,Sun Nov 26 07:38:03 PST 2017,,,22,100% (817/817),100% (200/200),0% (0/0),54b548c8e03370088dae31ca79cbe28e99d8c469220e45cb1816eb13f6a8b6b2:22-24:19-20,per:places_of_residence,Chatichai Choonhavan,19,20,Thailand,22,24,"The award was presented to him on 15 September 1990 in Duisburg , Germany by the prime minister of Thailand , general Chatichai Choonhavan .",1,0.75,25,per:employee_or_member_of|per:top_member_employee_of_org|per:places_of_residence,per:employee_or_member_of per:top_member_employee_of_org per:places_of_residence,prime minister of,{},19,22,20,24,CHATICHAI CHOONHAVAN,THAILAND,,
34KYK9TV2RKBCI99S5LU0T2PK05SBZ,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3M0BCWMB8W866JNC2C0XM21V4OUWBN,ABX5OQLR6UNBC,Approved,Fri Nov 24 11:12:40 PST 2017,Fri Nov 24 11:13:13 PST 2017,Fri Dec 01 11:13:13 PST 2017,Sun Nov 26 07:38:03 PST 2017,,,33,100% (787/787),100% (456/456),0% (0/0),54b548c8e03370088dae31ca79cbe28e99d8c469220e45cb1816eb13f6a8b6b2:22-24:19-20,per:places_of_residence,Chatichai Choonhavan,19,20,Thailand,22,24,"The award was presented to him on 15 September 1990 in Duisburg , Germany by the prime minister of Thailand , general Chatichai Choonhavan .",1,0.75,25,per:employee_or_member_of|per:top_member_employee_of_org|per:places_of_residence,per:employee_or_member_of per:top_member_employee_of_org per:places_of_residence,prime minister of THAILAND,{},19,22,20,24,CHATICHAI CHOONHAVAN,THAILAND,,
34KYK9TV2RKBCI99S5LU0T2PK05SBZ,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3PIWWX1FJKIQIILPJ5UZV0Q0AX8JJE,A3BL2ZEODD79AZ,Approved,Fri Nov 24 16:24:08 PST 2017,Fri Nov 24 16:24:58 PST 2017,Fri Dec 01 16:24:58 PST 2017,Sun Nov 26 07:38:04 PST 2017,,,50,100% (315/315),100% (195/195),0% (0/0),54b548c8e03370088dae31ca79cbe28e99d8c469220e45cb1816eb13f6a8b6b2:22-24:19-20,per:places_of_residence,Chatichai Choonhavan,19,20,Thailand,22,24,"The award was presented to him on 15 September 1990 in Duisburg , Germany by the prime minister of Thailand , general Chatichai Choonhavan .",1,0.75,25,per:places_of_residence,per:places_of_residence,prime minister of THAILAND CHATICHAI CHOONHAVAN,{},19,22,20,24,CHATICHAI CHOONHAVAN,THAILAND,,
34KYK9TV2RKBCI99S5LU0T2PK05SBZ,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,38SKSKU7R290IXPJ48LCZEOS17GLIY,A18G2CLYSTENK,Approved,Fri Nov 24 13:07:28 PST 2017,Fri Nov 24 13:07:59 PST 2017,Fri Dec 01 13:07:59 PST 2017,Sun Nov 26 07:38:03 PST 2017,,,31,100% (652/652),100% (246/246),0% (0/0),54b548c8e03370088dae31ca79cbe28e99d8c469220e45cb1816eb13f6a8b6b2:22-24:19-20,per:places_of_residence,Chatichai Choonhavan,19,20,Thailand,22,24,"The award was presented to him on 15 September 1990 in Duisburg , Germany by the prime minister of Thailand , general Chatichai Choonhavan .",1,0.75,25,per:top_member_employee_of_org,per:top_member_employee_of_org,THAILAND general CHATICHAI CHOONHAVAN,{},19,22,20,24,CHATICHAI CHOONHAVAN,THAILAND,,
34KYK9TV2RKBCI99S5LU0T2PK05SBZ,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3RXPCZQMQQN9WZFKLA3QUN2YONZG19,A3SDFAOJW87FGP,Approved,Fri Nov 24 07:04:14 PST 2017,Fri Nov 24 07:04:32 PST 2017,Fri Dec 01 07:04:32 PST 2017,Sun Nov 26 07:38:04 PST 2017,,,18,100% (1602/1602),100% (409/409),0% (0/0),54b548c8e03370088dae31ca79cbe28e99d8c469220e45cb1816eb13f6a8b6b2:22-24:19-20,per:places_of_residence,Chatichai Choonhavan,19,20,Thailand,22,24,"The award was presented to him on 15 September 1990 in Duisburg , Germany by the prime minister of Thailand , general Chatichai Choonhavan .",1,0.75,25,per:top_member_employee_of_org,per:top_member_employee_of_org,prime minister of,{},19,22,20,24,CHATICHAI CHOONHAVAN,THAILAND,,
34KYK9TV2RKBCI99S5LU0T2PK05SBZ,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:19 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:19 PST 2017,,,3L4D84MIL04URCQZV5REJNALX5MHJP,A03922113RU44GENR8ATX,Approved,Fri Nov 24 09:42:51 PST 2017,Fri Nov 24 09:44:26 PST 2017,Fri Dec 01 09:44:26 PST 2017,Sun Nov 26 07:38:03 PST 2017,,,95,100% (773/773),100% (218/218),0% (0/0),54b548c8e03370088dae31ca79cbe28e99d8c469220e45cb1816eb13f6a8b6b2:22-24:19-20,per:places_of_residence,Chatichai Choonhavan,19,20,Thailand,22,24,"The award was presented to him on 15 September 1990 in Duisburg , Germany by the prime minister of Thailand , general Chatichai Choonhavan .",1,0.75,25,per:top_member_employee_of_org|per:places_of_residence,per:top_member_employee_of_org per:places_of_residence,"prime minister of , general",{},19,22,20,24,CHATICHAI CHOONHAVAN,THAILAND,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,3R6P78PK7LNA5JRTNTN00TLTG8YTG7,A3BL2ZEODD79AZ,Approved,Sat Nov 25 06:00:31 PST 2017,Sat Nov 25 06:00:56 PST 2017,Sat Dec 02 06:00:56 PST 2017,Sun Nov 26 07:37:29 PST 2017,,,25,100% (315/315),100% (195/195),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:alternate_names,per:alternate_names,PETERBOROUGH MP DEAN DEL MASTRO,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,38JBBYETQPMS4KGC2XW4SIOPNS34E4,ATR6RB1RULOC0,Approved,Fri Nov 24 09:24:17 PST 2017,Fri Nov 24 09:24:43 PST 2017,Fri Dec 01 09:24:43 PST 2017,Sun Nov 26 07:37:29 PST 2017,,,26,100% (130/130),100% (88/88),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:employee_or_member_of,per:employee_or_member_of,MP,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,30BUDKLTXE7A03KCG2FEXAU3NO35EF,ABX5OQLR6UNBC,Approved,Fri Nov 24 10:59:41 PST 2017,Fri Nov 24 11:00:07 PST 2017,Fri Dec 01 11:00:07 PST 2017,Sun Nov 26 07:37:28 PST 2017,,,26,100% (787/787),100% (456/456),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,MP,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,317HQ483I84Q6XS4GL1RC6SH62UNIG,A34QZDSTKZ3JO9,Approved,Fri Nov 24 19:41:07 PST 2017,Fri Nov 24 19:41:18 PST 2017,Fri Dec 01 19:41:18 PST 2017,Sun Nov 26 07:37:28 PST 2017,,,11,100% (1326/1326),100% (295/295),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,MP,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,3BDCF01OGY6M8X4O8Q7FL2IGRQ0LYQ,A3KN0O7VP8YSZY,Approved,Fri Nov 24 09:01:24 PST 2017,Fri Nov 24 09:02:33 PST 2017,Fri Dec 01 09:02:33 PST 2017,Sun Nov 26 07:37:29 PST 2017,,,69,100% (789/789),100% (228/228),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:employee_or_member_of|per:top_member_employee_of_org,per:top_member_employee_of_org per:employee_or_member_of,MP,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,3P529IW9KZXG86NT30FRWHB0LE2FLD,A2EEL9YYUHL5SK,Approved,Fri Nov 24 06:22:41 PST 2017,Fri Nov 24 06:28:26 PST 2017,Fri Dec 01 06:28:26 PST 2017,Sun Nov 26 07:37:29 PST 2017,,,345,100% (1316/1317),100% (121/121),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,MP,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,3SEPORI8WOB5H4NP7LK8QVB738KAZ3,A3UV55HC87DO9C,Approved,Fri Nov 24 13:27:21 PST 2017,Fri Nov 24 13:27:53 PST 2017,Fri Dec 01 13:27:53 PST 2017,Sun Nov 26 07:37:29 PST 2017,,,32,100% (515/515),100% (173/173),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:employee_or_member_of|per:top_member_employee_of_org,per:top_member_employee_of_org per:employee_or_member_of,MP,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,3WI0P0II624UDK4AHEHXUTHEFVFDRY,A14WWG6NKBDWGP,Approved,Fri Nov 24 23:18:16 PST 2017,Fri Nov 24 23:18:34 PST 2017,Fri Dec 01 23:18:34 PST 2017,Sun Nov 26 07:37:29 PST 2017,,,18,100% (714/714),100% (57/57),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,MP,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,3XM0HYN6NLBETD2V0HOSVGZKEPSEP0,A38DXFI1TZA295,Approved,Fri Nov 24 22:41:29 PST 2017,Fri Nov 24 22:42:07 PST 2017,Fri Dec 01 22:42:07 PST 2017,Sun Nov 26 07:37:29 PST 2017,,,38,100% (166/166),100% (164/164),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,PETERBOROUGH MP DEAN DEL MASTRO,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,3YWRV122CTBACH00401MDCQXB288UB,AJPQEZBVJXVE9,Approved,Fri Nov 24 14:30:45 PST 2017,Fri Nov 24 14:31:06 PST 2017,Fri Dec 01 14:31:06 PST 2017,Sun Nov 26 07:37:30 PST 2017,,,21,100% (897/897),100% (367/367),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:employee_or_member_of|per:top_member_employee_of_org,per:employee_or_member_of per:top_member_employee_of_org,MP,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,3XXU1SWE8N78FJHZ3R7GKW8LL1IA0S,A610SH5RY1NG1,Approved,Fri Nov 24 07:40:00 PST 2017,Fri Nov 24 07:40:09 PST 2017,Fri Dec 01 07:40:09 PST 2017,Sun Nov 26 07:37:30 PST 2017,,,9,100% (817/817),100% (200/200),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:employee_or_member_of|per:top_member_employee_of_org|per:places_of_residence,per:employee_or_member_of per:top_member_employee_of_org per:places_of_residence,MP,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
34OWYT6U3WT3UBRGP9DK5L1CN20I9N,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Fri Nov 24 02:55:18 PST 2017,15,BatchId:3022312;OriginalHitTemplateId:;,600,604800,Fri Dec 01 02:55:18 PST 2017,,,352YTHGROWP4OU7ESY4ADLL2F8DH4F,A3U6IA3JUSFZ2M,Approved,Fri Nov 24 15:53:36 PST 2017,Fri Nov 24 15:54:24 PST 2017,Fri Dec 01 15:54:24 PST 2017,Sun Nov 26 07:37:29 PST 2017,,,48,100% (228/228),100% (169/169),0% (0/0),096f9c75580ad1dbd413cc952a08710b91f60fecb645fce3320a62af54f9da91:6-9:4-5,per:employee_or_member_of,Dean Del Mastro,4,5,Peterborough,6,9,"In August 2006 , Peterborough MP Dean Del Mastro was scheduled for a National Council on Canada-Arab Relations-planned visit to Lebanon along with members of the Opposition parties .",1,1,29,per:places_of_residence,per:places_of_residence,MP,{},4,6,5,9,DEAN DEL MASTRO,PETERBOROUGH,,
